Word, Count
degenerate,11
degraded,2
degree,47
degrees,18
deified,1
deifying,1
deign,6
deigned,1
deiphobus,10
deities,4
deity,7
deja,1
deject,3
dejected,5
delabreth,2
delay,35
delayed,1
delay'd,3
delaying,2
delays,7
delectable,2
deletions,1
deliberate,6
delicate,29
delicates,1
delicious,3
deliciousness,1
delight,56
delighted,6
delightful,4
delights,20
delinquents,1
deliver,100
deliverance,9
delivered,30
deliver'd,39
deliver't,1
delivering,4
delivers,10
delivery,4
deliv'red,1
delphos,3
deluded,1
deluding,2
deluge,2
delve,2
delver,1
delves,1
demand,60
demanded,8
demanding,2
demands,19
demean,2
demean'd,3
demeanor,1
demeanour,3
demerits,3
demesnes,3
demetrius,163
demetrius',3
demi,10
demigod,2
demise,1
demoiselles,1
demon,1
demonstrable,1
demonstrate,5
demonstrated,1
demonstrating,1
demonstration,2
demonstrative,1
demure,3
demurely,2
demuring,1
den,24
denay,1
denay'd,1
denial,9
denials,2
denied,55
denier,3
denies,12
deniest,3
deni'd,1
denis,4
denmark,23
denmark's,3
dennis,7
denny,9
denote,5
denoted,1
denotement,1
denounce,1
denounc'd,2
denouncing,1
dens,2
denunciation,1
deny,132
deny't,4
denying,6
deo,1
depart,65
departed,6
departed'st,1
departest,1
depart'st,1
departing,4
departure,20
depeche,1
depend,13
dependant,1
dependants,3
depended,1
dependence,1
dependences,1
dependency,3
dependent,1
dependents,1
depender,1
depending,8
depends,12
deplore,1
deploring,1
depopulate,1
depose,10
deposed,3
depos'd,19
deposing,3
depositaries,1
depravation,1
deprave,1
depraved,1
depraves,1
deprav'd,1
depress'd,1
deprive,2
depriv'd,6
depth,7
depths,1
deputation,5
depute,1
deputed,1
deputies,1
deputing,1
deputy,24
deputy's,1
deracinate,2
derby,31
derby's,1
dercetas,10
dere,3
derides,1
derision,5
derivation,1
derivative,4
derive,12
derived,7
derives,5
deriv'd,13
derogate,3
derogately,1
derogation,1
des,3
desartless,1
descant,3
descend,23
descended,13
descending,2
descends,10
descension,1
descent,16
descents,1
describe,2
described,3
describes,2
descried,4
description,18
descriptions,1
descry,5
desdemon,3
desdemona,226
desdemona's,3
desert,44
deserts,21
deserve,65
deserved,20
deservedly,1
deserver,2
deservers,1
deserves,38
deservest,1
deserv'd,39
deserv'st,3
deserving,19
deservings,6
design,19
design'd,1
designment,1
designments,1
designs,11
desire,219
desired,10
desirers,1
desires,78
desirest,2
desir'd,22
desir'st,4
desiring,6
desirous,6
desist,2
desk,4
desolate,7
desolation,10
despair,54
despairing,6
despairs,2
despatch,1
desperate,50
desperately,4
desperation,4
desp'rate,10
desp'rately,1
despise,18
despised,14
despiser,1
despiseth,2
despis'd,13
despising,3
despite,53
despiteful,6
despiteful'st,1
despoiled,1
destined,1
destin'd,4
destinies,4
destiny,20
destitute,1
destroy,22
destroyed,2
destroyer,1
destroyers,1
destroy'd,9
destroying,3
destroys,2
destruction,28
destructions,1
detach,1
details,1
detain,8
detain'd,4
detains,1
detect,4
detected,2
detecting,1
detection,1
detector,1
detects,1
detention,1
determinate,5
determination,6
determinations,1
determine,26
determined,4
determines,3
determin'd,16
detest,9
detestable,6
detested,16
detesting,1
detests,2
detract,2
detraction,3
detractions,1
deucalion,2
deuce,1
deum,1
deum',1
deux,2
devant,2
devesting,1
device,43
devices,6
devil,220
devil',2
devil's,17
devilish,14
devils,38
devils',2
devise,50
devised,6
devises,1
devis'd,16
devising,1
devoid,1
devonshire,1
devote,1
devoted,7
devotion,18
devotion's,1
devour,11
devoured,2
devourers,1
devour'd,4
devouring,7
devours,2
devout,8
devoutly,3
dew,40
dewberries,1
dewdrops,1
dew's,1
dewlap,1
dewlapp'd,1
dews,6
dewy,1
dexter,1
dexteriously,1
dexterity,5
d'anglais,1
d'angleterre,3
d'apprendre,1
d'arm,1
d'arma,1
d'echapper,1
d'elbow,7
d'hand,3
d'honneur,1
d'un,1
d'une,1
d'user,1
di,1
diable,4
diablo,1
diadem,13
dial,8
dialect,3
dial's,4
dialogue,7
dialogued,1
dials,2
diameter,1
diamond,14
diamonds,5
dian,13
diana,63
diana's,6
dian's,6
diaper,1
dibble,1
dice,10
dicers',1
dic'd,1
dich,1
dick,34
dickens,1
dickon,1
dicky,1
dictator,1
diction,1
dictynna,3
did,1626
diddle,1
didest,1
did't,1
dido,10
dido',1
dido's,2
didst,183
die,475
died,104
diedst,1
dies,103
diest,22
diet,18
dieted,6
dieter,1
dieu,12
differ,2
difference,37
differences,7
differency,1
different,14
differing,2
differs,4
diff'rence,2
diff'ring,1
difficile,1
difficult,1
difficulties,2
difficulty,3
diffidence,2
diffidences,1
diffused,1
diffusest,1
diffus'd,2
dig,11
digest,14
digested,6
digestion,6
digestions,2
digg'd,8
digging,3
dighton,3
digit,1
digits,1
dignified,5
dignifies,3
dignify,2
dignities,14
dignity,37
digress,2
digressing,2
digression,2
digs,1
digt,1
dilate,2
dilated,3
dilations,1
dilatory,2
dild,1
dildos,1
dilemma,1
dilemmas,1
diligence,9
diligent,6
dim,14
dimension,2
dimensions,3
diminish,2
diminish'd,1
diminishing,1
diminution,2
diminutive,2
diminutives,2
dimmed,1
dimm'd,6
dimming,1
dimpled,3
dimples,1
dims,1
din,8
dine,25
dined,2
diner,1
dines,2
ding,7
din'd,15
dining,2
dinner,91
dinner's,4
dinners,2
dinnertime,1
dint,2
diomed,34
diomede,1
diomedes,86
diomedes',1
diomed's,2
dion,12
dip,3
dipp'dst,1
dipping,1
dips,1
dire,18
direct,35
directed,13
directing,1
direction,23
directions,7
directitude,2
directive,1
directly,35
director,1
directories,1
directors,1
directory,1
directs,1
direful,7
direness,1
direst,1
dirge,1
dirges,1
dir'st,1
dirt,11
dirty,7
dis,4
disability,1
disable,2
disabled,3
disabling,1
disadvantage,2
disagree,1
disallow,1
disanimates,1
disannul,1
disannuls,1
disappointed,1
disarm,3
disarmed,1
disarmeth,1
disarms,3
disaster,5
disasters,4
disastrous,1
disbench'd,1
disbranch,1
disburdened,1
disburse,1
disbursed,2
disburs'd,1
discandy,1
discandying,1
discard,3
discarded,6
discase,2
discased,1
discern,6
discerner,1
discern'd,1
discern'st,1
discerning,1
discernings,1
discerns,1
discharge,31
discharged,4
discharg'd,13
discharging,1
discipled,1
disciples,1
discipline,15
disciplined,1
disciplines,7
disciplin'd,2
disclaim,3
disclaimer,4
disclaimers,3
disclaim'd,1
disclaim'st,1
disclaiming,2
disclaims,2
disclose,4
disclosed,2
discloses,1
disclos'd,6
discolour,1
discoloured,2
discolour'd,1
discolours,1
discomfit,1
discomfited,4
discomfiture,1
discomfort,8
discomfortable,1
discommend,1
disconsolate,1
discontent,15
discontented,13
discontentedly,1
discontenting,1
discontents,7
discontinue,2
discontinued,1
discord,16
discordant,1
discord's,1
discords,5
discourse,60
discoursed,2
discourser,1
discourses,4
discoursive,1
discourtesy,1
discover,36
discovered,9
discoverers,1
discover'd,8
discoveries,3
discovering,2
discovers,6
discovery,12
discov'ry,1
discredit,5
discredited,2
discredits,1
discreet,7
discreetly,2
discretion,32
discretions,3
discuss,6
disdain,31
disdained,1
disdaineth,2
disdainful,9
disdainfully,1
disdain'd,7
disdain'st,1
disdaining,4
disdains,6
disdnguish'd,1
disease,30
diseased,4
diseases,22
diseas'd,5
disedg'd,1
disembark,2
disfigure,5
disfigured,2
disfurnish,2
disgorge,3
disgrace,48
disgraced,3
disgraceful,1
disgrace's,1
disgraces,5
disgrac'd,13
disgracing,1
disgracious,2
disguise,18
disguised,23
disguiser,1
disguises,2
disguis'd,16
disguising,2
dis's,1
dish,36
dishabited,1
dishclout,2
dishearten,1
disheartens,1
dishes,13
dish'd,1
dishonest,11
dishonestly,2
dishonesty,4
dishonor,1
dishonorable,1
dishonors,1
dishonour,39
dishonourable,5
dishonoured,12
dishonour'd,10
dishonour's,1
dishonours,2
disinherit,3
disinherited,3
disjoin,1
disjoin'd,1
disjoining,1
disjoins,1
disjoint,2
disjunction,1
disk,2
dislike,15
disliken,1
dislikes,3
dislik'st,2
dislimns,1
dislocate,1
dislodg'd,1
disloyal,12
disloyalty,2
dismal,19
dismal'st,2
dismantle,2
dismantled,1
dismask'd,1
dismay,6
dismayed,1
dismay'd,9
dismember,2
dismemb'red,1
dismes,1
dismiss,23
dismissed,1
dismiss'd,8
dismissing,1
dismission,2
dismount,3
dismounted,2
disnatur'd,1
disobedience,8
disobedient,4
disobey,3
disobeys,1
disorb'd,1
disorder,7
disordered,2
disorder'd,5
disorder's,1
disorderly,1
disorders,3
disparage,2
disparagement,2
disparagements,1
dispark'd,1
dispatch,72
dispatch'd,19
dispatch'd',1
dispensation,2
dispense,8
dispenses,1
disperse,11
dispersed,1
dispersedly,2
dispers'd,11
dispersing,1
dispiteous,1
displace,2
displaced,1
displac'd,2
displant,1
displanting,1
display,4
displayed,3
display'd,7
displaying,4
displays,1
displease,4
displeased,1
displeas'd,8
displeasing,2
displeasure,40
displeasure's,1
displeasures,2
disponge,1
disport,2
disports,1
dispose,23
disposed,6
disposer,2
disposer's,1
dispos'd,21
disposing,5
disposition,44
dispositions,6
dispossess,4
dispossess'd,1
dispossessing,1
dispraise,10
disprais'd,3
dispraising,2
dispraisingly,1
dispropertied,1
disproportion,2
disproportioned,1
disproportion'd,1
disprove,4
disproved,1
disprov'st,1
dispursed,1
disputable,1
disputation,1
disputations,1
dispute,5
disputed,1
disputes,2
disputing,1
disquantity,1
disquiet,3
disquietly,1
disrelish,1
disrobe,3
disseat,1
dissemble,11
dissembled,2
dissembler,2
dissemblers,1
dissembling,14
dissembly,1
dissension,9
dissensions,1
dissentious,4
dissever,2
dissever'd,1
dissipation,1
dissolute,4
dissolutely,2
dissolution,3
dissolutions,1
dissolve,8
dissolved,2
dissolves,2
dissolv'd,4
dissuade,7
dissuaded,2
distaff,4
distaffs,1
distain,1
distains,1
distance,27
distant,4
distaste,4
distasted,1
distasteful,1
distemper,10
distemperature,1
distemperatures,1
distempered,4
distemper'd,6
distempering,1
distemp'rature,3
distemp'red,1
distil,4
distillation,2
distilled,5
distill'd,8
distills,1
distilment,1
distinct,3
distinction,10
distinctly,7
distingue,1
distinguish,8
distinguishes,1
distinguish'd,2
distinguishment,1
distract,10
distracted,15
distractedly,2
distraction,12
distractions,2
distracts,1
distrain'd,2
distraught,2
distress,14
distressed,8
distresses,2
distressful,4
distress'd,5
distribute,11
distributed,447
distributing,7
distribution,230
distributor,1
distrust,6
distrustful,1
disturb,10
disturbed,3
disturbers,2
disturb'd,7
disturbing,1
disunite,1
disvalued,1
disvouch'd,1
dit,5
ditch,9
ditchers,1
ditches,2
ditch'd,1
dites,2
ditties,2
ditty,4
diurnal,1
dive,7
diver,1
divers,23
diversely,1
diversity,1
divert,3
diverted,3
diverts,1
dives,2
divest,2
div'd,1
dividable,1
dividant,1
divide,27
divided,20
divides,3
divideth,1
divin,1
divination,3
divine,49
divinely,2
divineness,1
diviner,1
divines,4
divinest,2
divining,4
divinity,9
division,21
divisions,4
divorce,21
divorced,2
divorcement,1
divorc'd,4
divorcing,1
divulge,1
divulged,2
divulg'd,1
divulging,1
dizy,1
dizzy,3
do,3767
doating,1
dobbin,1
dobbin's,1
dock'd,1
docks,2
doct,8
doctor,110
doctor's,3
doctors,7
doctrine,8
document,1
dodge,1
doe,7
doer,1
doer's,2
doers,4
does,326
does't,2
doest,1
doff,6
dog,200
dogberry,8
dogfish,1
dogged,3
dogg'd,5
dog',2
dog's,5
dogs,49
do',1
do's,1
do't,73
doigts,5
doing,75
doings,5
doit,8
doits,1
dolabella,39
dole,9
doleful,5
doll,51
dollar,1
dollars,1
dolor,1
dolorous,1
dolour,5
dolours,4
dolphin,6
dolphin's,2
dolt,1
dolts,1
domain,12
domestic,8
domestics,1
dominance,1
dominations,1
dominator,3
domine,2
domineer,1
domineering,1
dominical,1
dominion,1
dominions,7
domitius,3
dommelton,1
don,48
donalbain,16
donate,4
donation,5
donations,15
donc,1
doncaster,2
done,651
done't,12
dong,4
don't,1
donne,1
donner,1
donnerai,1
donn'd,2
donors,1
doom,49
doom'd,5
doom's,1
doomsday,11
door,152
doorkeeper,1
doors,62
dorcas,15
doreus,1
doricles,4
dormouse,1
dorothy,3
dorset,32
dorsetshire,1
dost,428
dotage,10
dotant,1
dotard,3
dotards,1
dote,29
doted,1
doters,1
dotes,8
doteth,1
doth,940
doting,13
double,90
doubled,6
doubleness,1
doubler,1
doublet,25
doublets,4
doubling,2
doubly,8
doubt,170
doubted,8
doubtful,23
doubtfully,4
doubt'st,1
doubting,6
doubting',1
doubtless,9
doubts,11
doug,19
dough,2
doughty,1
doughy,1
douglas,38
douglas',3
dout,2
doute,1
douts,1
dove,22
dove's,1
dovehouse,2
dover,17
doves,8
doves',1
dow,1
dowager,6
dowdy,1
dower,12
dowerless,1
dowers,2
dow'r,4
dow'r'd,1
dow'rless,1
dowlas,2
dowle,1
down,661
downfall,6
downfall'n,1
download,223
downloading,1
downright,11
downs,1
downstairs,1
downtrod,1
downward,5
downwards,1
downy,4
dowries,1
dowry,23
dowsabel,1
doxy,1
dozed,1
dozen,33
dozens,1
dozy,1
dr,2
drab,8
drabbing,1
drabs,1
drachma,1
drachmas,2
draff,2
drag,10
dragged,1
dragg'd,2
dragging,2
dragon,10
dragon'd,1
dragon's,2
dragonish,1
dragons,5
dragons',1
drain,4
drained,2
drains,1
drake,1
dram,16
dramatis,36
drank,2
draught,9
draughts,3
drave,4
draw,208
drawbridge,1
drawer,16
drawers,6
draweth,2
draw'st,2
drawing,15
drawling,1
drawn,90
draws,48
drayman,1
draymen,1
dread,49
dreaded,6
dreadful,59
dreadfully,2
dreading,3
dreads,2
dream,119
dreamer,3
dreamers,1
dream'd,10
dream's,1
dream'st,3
dreaming,8
dreams,46
dreamt,19
drearning,1
dreary,1
dreg,1
dregs,7
drench,6
drenched,1
drench'd,3
dress,21
dressed,6
dresser,1
dress'd,14
dressing,1
dressings,2
drest,1
drew,34
drew'st,1
dribbling,1
dried,16
drier,2
dries,3
drift,19
drily,1
drink,155
drinketh,2
drink'st,2
drinking,29
drinkings,2
drinks,28
drive,34
drivelling,1
driven,15
drives,14
driveth,2
driv'st,1
driving,7
drizzle,1
drizzled,2
drizzles,1
droit,1
drollery,2
dromio,223
dromios,1
drone,3
drones,2
droop,6
droopeth,1
droop'd,1
drooping,10
droops,3
drop,76
dropheir,1
droplets,1
dropper,1
droppeth,1
dropp'd,14
dropping,6
droppings,1
drops,53
dropsied,1
dropsies,1
dropsy,1
dropt,1
dross,5
drossy,1
drought,1
drove,7
droven,1
drovier,1
drown,43
drowned,6
drown'd,45
drowning,9
drowns,5
drowse,1
drows'd,1
drowsily,1
drowsiness,1
drowsy,17
drudge,7
drudge's,1
drudgery,1
drudges,1
drug,6
drugg'd,1
drugs,11
drum,110
drumble,1
drum's,1
drummer,1
drumming,1
drums,41
drunk,69
drunkard,12
drunkard's,1
drunkards,6
drunken,19
drunkenly,2
drunkenness,3
drunkenness',1
drunk'st,1
dry,69
dryness,1
du,3
dub,3
dubb'd,4
ducat,6
ducats,53
ducdame,3
duchess,139
duchess',2
duchies,1
duchy,2
duck,10
ducking,2
ducks,3
dudgeon,1
due,77
duellist,2
duello,2
duer,1
dues,6
duff,1
dug,6
dugs,3
duke,1071
dukedom,24
dukedoms,8
duke's,56
dukes,24
dulcet,6
dulche,1
dull,112
dullard,2
duller,5
dullest,3
dull'd,1
dulling,2
dullness,4
dulls,1
dully,3
dulness,2
duly,8
dumain,76
dumb,42
dumbe,1
dumb'd,1
dumbly,2
dumbness,5
dump,3
dumps,4
dun,4
duncan,37
duncan's,3
dung,1
dungeon,8
dungeons,2
dunghill,9
dunghills,2
dungy,2
dun's,1
dunnest,1
dunsinane,15
dunsmore,1
dunstable,1
dupp'd,1
durance,7
during,18
durst,51
dusky,6
dust,59
dusted,1
dusty,2
dutch,3
dutchman,4
dutchman's,1
duteous,11
duties,20
dutiful,2
duty,151
duty's,1
dwarf,5
dwarfish,5
dwell,39
dwellers,1
dwell'st,2
dwelling,13
dwells,18
dwelt,2
dwindle,2
dye,5
dyed,3
dyer's,1
dy'd,5
dying,48
e,27
each,240
eager,9
eagerly,3
eagerness,1
eagle,24
eagle's,3
eagles,8
eagles',1
eaning,1
eanlings,1
ear,195
ear',1
ear'd,3
earing,1
earl,153
earldom,5
earl's,2
earlier,1
earliest,3
earliness,1
earls,11
early,50
earn,8
earned,2
earnest,38
earnestly,9
earnestness,4
earn'd,5
earns,1
ears,156
earth,304
earthen,1
earth'd,1
earth's,12
earthlier,1
earthly,32
earthquake,6
earthquakes,1
earthy,6
ease,52
eased,2
easeful,1
ease',1
ease'',1
eases,1
eas'd,2
eas'ly,2
easier,9
easiest,1
easiliest,1
easily,29
easiness,3
easing,2
east,41
eastcheap,15
easter,1
eastern,6
eastward,1
easy,66
eat,142
eaten,24
eater,2
eaters,2
eat's,1
eating,14
eats,20
eaux,1
eaves,4
ebb,15
ebb'd,2
ebbing,2
ebbs,3
ebcdic,1
ebon,2
ebony,3
ebook,16
ebook's,1
ebooks,13
ebrew,1
ecce,1
echo,10
echoes,2
eclipse,5
eclipses,5
eclips'd,2
ecolier,1
ecoutez,3
ecstacy,1
ecstasies,1
ecstasy,13
ecus,2
eden,1
edg,98
edgar,36
edge,42
edged,2
edgeless,2
edges,3
edg'd,1
edict,7
edicts,2
edifice,2
edifices,1
edified,5
edifies,1
edition,2
editions,5
edm,79
edmund,71
edmund's,1
edmunds,2
edmundsbury,3
educate,1
educated,1
education,9
educational,1
edward,317
edward's,54
eel,6
eels,1
effect,72
effected,9
effectless,1
effects,27
effectual,4
effectually,2
effeminate,7
effigies,1
effort,2
efforts,3
effuse,1
effus'd,1
effusion,4
eftest,1
egal,1
egally,1
eget,1
egeus,17
egg,17
eggs,7
eggshell,1
eglamour,22
eglantine,2
egma,1
egregious,4
egregiously,1
egress,1
egypt,46
egypt's,3
egyptian,14
egyptians,3
e'en,35
e'er,79
e'il,1
eie,1
eight,38
eighteen,6
eighth,6
eightpenny,1
eighty,1
ein,1
eisel,1
either,167
either's,6
eject,1
eke,10
el,1
elbe,2
elbow,50
elbow's,2
elbows,3
eld,3
elder,43
elders,4
eldest,27
eld'st,1
eleanor,12
eleanor's,2
elect,5
elected,5
election,21
electronic,469
electronically,4
elegancy,1
elegies,2
element,10
element's,1
elements,23
elephant,6
elephants,1
elevated,1
eleven,21
eleventh,2
elf,3
elflocks,1
eliads,1
elinor,28
elizabeth,119
ell,3
elle,1
ellen,1
elm,3
eloquence,11
eloquent,4
else,417
elsewhere,10
elsinore,23
eltham,3
elves,8
elvish,1
ely,29
elysium,6
email,3
emballing,1
embalm,1
embalms,1
embark,2
embarked,1
embark'd,5
embarquements,1
embassade,1
embassage,6
embassies,2
embassy,14
embattailed,1
embattle,1
embattl'd,2
embay'd,1
embellished,1
embers,1
emblaze,1
emblem,1
emblems,1
embodied,1
emboldens,1
embold'ned,1
embossed,3
emboss'd,4
embounded,1
embowel,1
embowell'd,4
embrace,68
embraced,3
embracement,4
embracements,5
embraces,4
embrac'd,11
embracing,6
embrasures,1
embroider'd,1
embroidery,1
em'rald,2
emhracing,1
emilia,149
eminence,7
eminent,5
eminently,1
emmanuel,1
emnity,2
empale,1
emperal's,1
emperess,8
emperial,1
emperor,92
emperor's,20
empery,6
emphasis,2
empire,17
empirics,1
empiricutic,1
empleached,1
employ,22
employed,1
employee,1
employees,2
employer,1
employ'd,27
employment,21
employments,2
empoison,1
empoison'd,1
empress,30
empress',15
emptied,2
emptier,2
empties,2
emptiness,3
empty,51
emptying,3
emulate,2
emulation,10
emulations,1
emulator,1
emulous,4
en,8
enact,3
enacted,4
enacts,2
enactures,1
enamelled,1
enamell'd,2
enamoured,2
enamour'd,3
enanmour'd,1
encamp,3
encamped,1
encamp'd,2
encave,1
enceladus,1
enchafed,1
enchaf'd,1
enchant,4
enchanted,5
enchanting,6
enchantingly,1
enchantment,2
enchantress,1
enchants,2
enchas'd,1
encircle,1
encircled,1
enclose,1
enclosed,5
encloses,1
encloseth,1
enclos'd,1
enclosing,1
enclouded,1
encompassed,1
encompasseth,1
encompass'd,5
encompassment,1
encore,1
encorporal,1
encounter,52
encountered,1
encounter'd,1
encounters,7
encount'red,15
encount'ring,2
encourage,4
encouraged,3
encouragement,2
encrimsoned,1
encroaching,1
encumb'red,1
end,358
endamage,2
endamagement,1
endanger,2
endart,1
endeared,4
endear'd,2
endeavour,16
endeavour'd,1
endeavours,9
ended,30
ender,1
ending,13
endings,2
endite,1
endless,8
endow,1
endowed,2
endow'd,3
endowments,2
endows,1
ends,49
endue,2
endu'd,1
endurance,1
endure,76
endured,4
endures,1
endur'd,13
endur'st,1
enduring,1
endymion,1
eneas,1
enemies,101
enemies',10
enemy,157
enemy',1
enemy's,9
enernies,1
enew,1
enfeebled,3
enfeebles,1
enfeoff'd,1
enfetter'd,1
enfoldings,1
enforce,34
enforced,14
enforcedly,1
enforcement,7
enforces,2
enforcest,1
enforc'd,15
enfranched,1
enfranchise,4
enfranchised,1
enfranchisement,6
enfranchis'd,4
enfreed,1
enfreedoming,1
engage,5
engaged,4
engagements,1
engag'd,14
engaging,1
engaol'd,1
engender,1
engender'd,3
engenders,6
engend'red,2
engend'ring,1
engilds,1
engine,8
engineer,1
enginer,1
engines,4
engirt,2
england,265
england's,64
english,166
english'd,1
englishman,9
englishman's,1
englishmen,6
engluts,1
englutted,2
engraffed,1
engraft,1
engrafted,1
engrave,1
engrav'd,2
engross,2
engrossed,2
engrossest,1
engross'd,2
engrossing,1
engrossments,1
enguard,1
enigma,2
enigmatical,1
enjoin,2
enjoined,1
enjoin'd,7
enjoy,47
enjoyed,4
enjoyer,1
enjoy'd,7
enjoying,5
enjoys,7
enkindle,2
enkindled,4
enlard,1
enlarge,8
enlarged,2
enlargement,5
enlargeth,1
enlarg'd,2
enlighten,1
enlink'd,1
enmesh,1
enmities,1
enmity,18
enmity's,1
ennoble,1
ennobled,1
enobarb,1
enobarbus,154
enon,1
enormity,1
enormous,1
enough,312
enow,10
enpatron,1
enpierced,1
enquire,8
enquired,2
enquir'd,1
enrage,2
enraged,3
enrages,1
enrag'd,11
enrank,1
enrapt,1
enrich,9
enriched,2
enriches,1
enrich'd,9
enridged,1
enrings,1
enrobe,1
enrob'd,1
enrolled,6
enroll'd,2
enrooted,1
enrounded,1
enschedul'd,1
ensconce,3
ensconcing,1
enseamed,1
ensear,1
enseigne,1
ensemble,1
enshelter'd,1
enshielded,1
enshrines,1
ensign,6
ensigns,2
enskied,1
ensman,1
ensnare,1
ensnared,1
ensnareth,1
ensteep'd,1
ensue,13
ensued,1
ensues,4
ensu'd,1
ensuing,9
ensuring,1
enswathed,1
entail,3
entame,1
entangled,2
entangles,1
entendre,1
enter,2350
entered,2
enter'd,7
entering,2
enterprise,31
enterprises,3
enters,16
entertain,39
entertained,3
entertainer,1
entertain'd,14
entertain'st,2
entertaining,1
entertainment,37
entertainments,1
ent'red,23
ent'ring,5
enthralled,2
enthrall'd,3
enthroned,2
enthron'd,3
entice,2
enticements,1
enticing,2
entire,8
entirely,9
entitle,3
entitled,1
entitling,1
entity,3
entomb,2
entombed,1
entomb'd,2
entrails,11
entrance,19
entrances,1
entrap,4
entrapp'd,1
entre,1
entreat,111
entreated,12
entreaties,11
entreating,1
entreatments,1
entreats,11
entreaty,12
entrench'd,1
entry,1
entwist,1
envelop,1
envenom,2
envenomed,2
envenom'd,2
envenoms,1
envied,4
envies,1
envious,35
enviously,1
environ,3
environed,3
environ'd,3
envy,52
envy's,3
envying,2
enwheel,1
enwombed,1
enwraps,1
ephesian,1
ephesians,1
ephesus,167
epicure,1
epicurean,2
epicures,1
epicurism,1
epicurus,1
epidamnum,7
epidaurus,1
epigram,1
epilepsy,1
epileptic,1
epilogue,20
epilogues,1
epistles,2
epistrophus,1
epitaph,14
epitaphs,2
epithet,3
epitheton,1
epithets,2
epitome,1
equal,45
equalities,1
equality,2
equall'd,2
equally,8
equalness,1
equals,4
equinoctial,1
equinox,1
equipage,2
equipment,4
equity,4
equivalent,1
equivocal,2
equivocate,1
equivocates,1
equivocation,2
equivocator,3
ercles,1
ercles',1
ere,361
erebus,3
erect,4
erected,3
erecting,1
erection,3
erects,1
ere't,5
erewhile,4
erga,1
ergo,7
eringoes,1
ermengare,1
ern'd,1
eros,64
erpingham,12
err,14
errand,18
errands,2
errant,2
erred,1
errest,1
err'd,2
erring,5
erroneous,2
error,31
errors,15
errs,3
erst,6
erudition,1
eruption,1
eruptions,3
escalus,98
escape,20
escaped,2
escapes,5
escap'd,6
escap'dst,1
eschew'd,1
escoted,1
esill,1
especial,3
especially,19
esperance,4
espials,3
espied,3
espies,2
espouse,4
espous'd,3
espy,3
esquire,7
esquires,2
essay,1
essays,1
essence,3
essential,1
essentially,3
esses,2
essex,4
est,18
establish,5
established,4
establish'd,3
estate,49
estates,8
esteem,28
esteemed,8
esteemeth,1
esteem'd,8
esteem'st,2
esteeming,1
esteems,5
est',1
estimable,2
estimate,6
estimation,21
estimations,1
estranged,2
estridge,1
estridges,1
et,33
etc,18
etceteras,1
ete,1
eternal,38
eternal's,1
eternally,1
eterne,2
eternity,10
eterniz'd,1
etes,3
etext,245
etexts,3
ethiope,5
ethiopes,1
ethiop's,1
ethiopian,1
ethiopian's,1
etna,1
eton,4
etre,1
eunuch,14
eunuchs,2
euphrates,1
euphronius,11
euriphile,4
europa,3
europe,10
evade,1
evades,1
evans,107
evasion,4
evasions,1
eve,9
eve's,4
even,574
even'd,1
evening,19
evenly,3
event,26
eventful,1
events,13
ever,606
everlasting,21
everlastingly,4
evermore,25
every,492
everyone,5
everything,42
everywhere,16
ev'd,1
ev'n,19
ev'ry,7
ev'rything,1
evidence,10
evidences,1
evident,7
evil,63
evilly,2
evils,25
evitate,1
ewe,4
ewer,3
ewers,1
ewes,10
exact,9
exacted,1
exactest,1
exacting,1
exaction,3
exactions,3
exactly,6
exacts,1
exalt,1
exalted,3
examination,5
examinations,1
examine,12
examined,3
examines,1
examin'd,2
example,33
exampled,2
examples,7
exampl'd,1
exasperate,3
exasperates,1
exceed,14
exceeded,3
exceedeth,1
exceeding,27
exceedingly,5
exceeds,10
excel,6
excelled,1
excellence,20
excellencies,1
excellency,3
excellent,117
excellently,6
excelling,2
excels,7
except,41
excepted,6
excepting,4
exception,5
exceptions,6
exceptless,1
excess,14
excessive,1
exchange,33
exchanged,1
exchang'd,2
exchequer,7
exchequers,1
excite,2
excited,1
excitements,2
excites,1
exclaim,10
exclaim'd,2
exclaims,6
exclamation,4
exclamations,1
excludes,1
exclusion,2
exclusions,1
excommunicate,2
excommunication,1
excrement,5
excrements,1
excursion,1
excursions,21
excusable,1
excuse,77
excused,2
excuse',1
excuses,4
excusez,2
excus'd,10
excusing,2
execrable,1
execrations,2
execute,21
executed,19
executing,3
execution,48
executioner,15
executioners,6
executive,1
executor,2
executors,3
exempt,11
exempted,1
exequies,1
exercise,18
exercises,5
exeter,98
exeunt,1035
exhalation,2
exhalations,2
exhale,2
exhales,2
exhal'd,1
exhal'st,1
exhaust,1
exhibit,4
exhibiters,1
exhibition,6
exhort,2
exhortation,1
exigent,3
exile,25
exiled,1
exil'd,6
exion,1
exist,2
exists,2
exit,984
exits,1
exorciser,1
exorcisms,1
exorcist,2
expect,31
expectance,1
expectancy,2
expectation,24
expectations,1
expected,10
expecters,1
expecting,5
expects,4
expedience,4
expedient,8
expediently,1
expedition,24
expedition's,1
expeditious,1
expel,5
expell'd,1
expelling,1
expels,1
expend,4
expense,20
expenses,5
experience,20
experiences,1
experienc'd,4
experiment,2
experimental,1
experiments,2
expert,4
expertness,2
expiate,2
expiation,1
expiration,3
expire,6
expired,1
expires,1
expir'd,2
expiring,1
explanation,2
explanatory,1
explication,2
exploit,16
